age,age_cats,married,gender,race,educ,par1_educ,par2_educ,partisan_7pt,curr_county,curr_dem_margin,curr_phi_80_96,curr_phi_00_16,curr_pop,curr_white_alone,curr_workers_outside_home,curr_bach_degree_higher,curr_median_income,curr_gini,curr_avg_commute,curr_city,hs_county,hs_dem_margin,hs_phi_80_96,hs_phi_00_16,hs_pop,hs_white_alone,hs_workers_outside_home,hs_bach_degree_higher,hs_median_income,hs_gini,hs_avg_commute,hs_city,tenure,county_7pt,city_7pt,city_income,vote_primary,vote_pres,vote_local,why_vote,vote_duty,vote_choice,protest,petition,campaign,money_pol,money_soc,contact_congress,contact_local,volunteer_org,volunteer_solo,volunteer_hrs,par_volunteer,par_pol,par_events,citizen_voting,citizen_volunteer,citizen_protest,fam_size,fam_partisan,fam_convo,school,school_sports,school_volunteer,school_political,club_volunteer,club_political,hs_voice,employ,work_hrs,work_convos,work_political,school_hrs,religion,social_trust,neighbor,interest,f2f_comfort,f2f_different,end_friend,best_interest,hate_speech,disruption,govt_trust,efficacy,govt_services,num_contacts,talk_pol,talk_pol_sim,pol_discuss,soc_media,sm_hrs,web_hrs,tv_hrs,sm_comfort,sm_different,post_similar,post_different,add_political,partisan_3pt
18,18-29,Single,Male,Hispanic,High school graduate,Post-grad,4-year,Liberal,"palm beach, fl",15.3,18.28,20.7,1378806,1033939,571446,334411,53363,0.5152,24.98902783,"Bocaraton, FL","palm beach, fl",15.3,18.28,20.7,1378806,1033939,571446,334411,53363,0.5152,24.98902783,"Bocaraton, FL",18,Liberal,Liberal,Very affluent,No,Yes,Yes,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,No,No,No,No,Yes,Yes,More than ten,Almost every week,Moderately involved,Very often,A great deal,A great deal,A moderate amount,4,4,Not very often,Public school,Somewhat important,Very important,Somewhat important,Very often,Rarely,Rarely,Student,10,5,0,20,Once or twice a month,Never,Not too comfortable,Some of the time,Somewhat comfortable,Very comfortable,No,A moderate amount,Yes,Disagree,Some of the time,Strongly disagree,Govt should provide more services,5,2,2,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Very comfortable,Very comfortable,Rarely,Rarely,Rarely,Liberal
18,18-29,Single,Female,Hispanic,High school graduate,Some college,Some college,Slightly Conservative,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Charlotte, NC","mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Charlotte, NC",12,Conservative,Liberal,Very affluent,No,Yes,No,Mainly a duty,Very strongly,Moderately strongly,Yes,Yes,No,No,No,No,Yes,Yes,Yes,More than ten,Once or twice a month,Moderately involved,Rarely,A great deal,A great deal,A great deal,5,4,Often,Public school,Very important,Very important,Somewhat important,Not very often,Rarely,Rarely,Student,,,,40,A few times a year,About half the time,Very comfortable,Most of the time,Not too comfortable,Not too comfortable,Yes,A great deal,Yes,Disagree,Some of the time,Agree,Govt provides the right amount of services,5,4,2,Occasionally,Yes,Zero to two,Zero to two,More than three hours,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
51,45-59,Married,Female,White,4-year,Post-grad,4-year,Liberal,"loudon, va",,,,,,,,,,,Potomac Falls,"baltimore, md",17.6,10.76,12.56,822959,521211,389461,206550,67095,0.4463,29.13308393,Owings Mills,17,Slightly Conservative,Moderate,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,More than ten,Almost every week,Very involved,Rarely,A great deal,A great deal,A moderate amount,4,4,Very often,Private non-religious (secular) school,Very important,Not too important,Not too important,Not very often,Rarely,Often,Homemaker,,,,,A few times a year,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Not too comfortable,Yes,A moderate amount,Yes,Agree,Some of the time,Disagree,Govt provides the right amount of services,5,5,5,Most of the time,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
77,60 and above,Widowed,Female,White,Post-grad,High school graduate,High school graduate,Slightly Conservative,"baltimore, md",17.6,10.76,12.56,822959,521211,389461,206550,67095,0.4463,29.13308393,Pikesville,"baltimore, md",17.6,10.76,12.56,822959,521211,389461,206550,67095,0.4463,29.13308393,Baltimore,77,Liberal,Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,Very strongly,Moderately strongly,No,No,No,No,No,No,No,Yes,Yes,More than ten,A few times a year,Very involved,Rarely,A great deal,A great deal,A little,7,2,Often,Public school,Very important,Very important,Not too important,Often,Rarely,Not very often,Retired,,,,,Every week,Always,Very comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Yes,Strongly disagree,Some of the time,Disagree,Govt should provide fewer services,5,5,3,Almost all the time,Yes,Zero to two,Zero to two,One to three,Somewhat comfortable,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
19,18-29,Single,Female,White,Some college,Post-grad,High school graduate,Liberal,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,Greensboro,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Hillsborough,3,Extremely Conservative,Slightly Conservative,Middle class,Yes,Yes,No,Mainly a choice,A little strongly,Moderately strongly,Yes,Yes,No,No,No,No,No,No,Yes,Five to ten,Never,Not at all,Not very often,A little,A moderate amount,A moderate amount,4,1,Often,Public school,Very important,Not too important,Not too important,Often,Rarely,Rarely,Student,,,,8,A few times a year,Most of the time,Not too comfortable,Most of the time,Somewhat comfortable,Not too comfortable,No,A little,Yes,Disagree,Some of the time,Strongly disagree,Govt should provide more services,5,3,3,Occasionally,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Somewhat comfortable,Often,Often,Rarely,Liberal
23,18-29,Married,Female,White,4-year,Post-grad,4-year,Moderate,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,Durham,6,Liberal,Liberal,Affluent,Yes,Yes,No,Mainly a duty,Very strongly,Not at all,No,No,No,No,No,No,No,Yes,No,Five to ten,Once or twice a month,A little involved,Rarely,A moderate amount,A moderate amount,A moderate amount,4,2,Rarely,Private non-religious (secular) school,Very important,Somewhat important,Not too important,Not very often,Rarely,Very often,Full-time,50,10,2,,Every week,Always,Somewhat comfortable,About half the time,Somewhat comfortable,Not too comfortable,No,A great deal,Yes,Agree,Some of the time,Disagree,Govt provides the right amount of services,5,2,2,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Moderate
21,18-29,Single,Male,White,Some college,Post-grad,Post-grad,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Carrboro,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,14,Moderate,Slightly Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,A little strongly,A little strongly,No,Yes,No,No,No,Yes,Yes,Yes,No,More than ten,A few times a year,A little involved,Rarely,A great deal,A little,A moderate amount,4,3,Very often,Public school,Somewhat important,Somewhat important,Not too important,Often,Rarely,Rarely,Student,8,4,4,12,A few times a year,About half the time,Somewhat comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Disagree,Some of the time,Agree,Govt should provide more services,5,5,5,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Very comfortable,Not too comfortable,Very often,Rarely,Not very often,Liberal
79,60 and above,Widowed,Male,White,4-year,Don't Know,No HS,Conservative,"brunswick, nc",-28.4,8.44,19.56,115926,96724,42045,23163,46859,0.4534,23.71138066,Southport,"monmouth, nj",-9.3,18.34,6.54,629185,519725,285942,184951,85242,0.4695,33.5327444,Manasquan,22,Slightly Conservative,Slightly Liberal,Middle class,Yes,Yes,No,Mainly a duty,Very strongly,Very strongly,No,Yes,No,No,No,Yes,No,Yes,No,One to Four,Never,Not at all,Rarely,A great deal,A great deal,A little,3,2,Not very often,Public school,Somewhat important,Not too important,Not at all important,Rarely,Rarely,Not very often,Retired,,,,,Almost every week,Most of the time,Not comfortable at all,Most of the time,Very comfortable,Somewhat comfortable,No,A great deal,Yes,Strongly disagree,About half the time,Disagree,Govt should provide fewer services,4,3,2,Occasionally,No,Zero to two,Zero to two,One to three,Somewhat comfortable,Very comfortable,Rarely,Rarely,Rarely,Conservative
47,45-59,Divorced,Female,White,2-year,4-year,High school graduate,Conservative,"brunswick, nc",-28.4,8.44,19.56,115926,96724,42045,23163,46859,0.4534,23.71138066,Southport,"hampton, va",,,,,,,,,,,Hampton,25,Moderate,Conservative,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Very strongly,No,No,No,No,No,No,No,Yes,No,Five to ten,Never,Not at all,Rarely,A great deal,A great deal,A moderate amount,5,2,Very often,Public school,Very important,Somewhat important,Not at all important,Often,Rarely,Not very often,Full-time,40,6,6,,Every week,Always,Not too comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A great deal,Yes,Disagree,Some of the time,Disagree,Govt provides the right amount of services,5,4,3,Occasionally,No,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Conservative
21,18-29,Single,Female,White,Some college,Post-grad,4-year,Extremely Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,Zebulon,7,Moderate,Extremely Conservative,Middle class,Yes,Yes,No,Mainly a duty,Very strongly,Not at all,Yes,Yes,Yes,No,Yes,No,No,Yes,No,One to Four,Once or twice a month,Not at all,Rarely,A little,A great deal,A great deal,6,1,Often,Public school,Very important,Somewhat important,Not too important,Often,Rarely,Not very often,Student,15,5,1,15,Never,Most of the time,Somewhat comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,None at all,Don't know,Strongly agree,About half the time,Strongly disagree,Govt should provide many more services,5,5,4,Most of the time,Yes,Two to four,Two to four,One to three,Very comfortable,Somewhat comfortable,Often,Rarely,Often,Liberal
46,45-59,Separated,Female,White,4-year,Post-grad,High school graduate,Moderate,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Cary, NC","wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Apex, NC",9,Slightly Conservative,Slightly Conservative,Very affluent,Yes,Yes,No,Mainly a choice,A little strongly,Moderately strongly,No,Yes,No,No,No,No,Yes,Yes,Yes,More than ten,Every week,Not at all,Rarely,A moderate amount,A great deal,A moderate amount,3,3,Not very often,Public school,Very important,Somewhat important,Not at all important,Not very often,Rarely,Rarely,Part-time,30,3,1,,Every week,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A great deal,Don't know,Agree,Some of the time,Agree,Govt provides the right amount of services,5,2,2,Most of the time,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Moderate
20,18-29,Single,Male,Mixed,Some college,Post-grad,Post-grad,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC","durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC",16,Slightly Liberal,Liberal,Affluent,Yes,Yes,No,Mainly a choice,A little strongly,Moderately strongly,Yes,Yes,No,No,No,No,No,Yes,No,Five to ten,,Not at all,Rarely,A little,A great deal,A moderate amount,2,2,Not very often,Public school,Not at all important,Somewhat important,Not too important,Not very often,Rarely,Not very often,Student,19,1,0,,Once or twice a month,Most of the time,Somewhat comfortable,About half the time,Very comfortable,Somewhat comfortable,No,A great deal,Don't know,Disagree,Never,Agree,Govt should provide many more services,3,3,3,Occasionally,Yes,Two to four,Zero to two,More than three hours,Very comfortable,Very comfortable,Rarely,Rarely,Rarely,Liberal
21,18-29,Single,Female,Black,Some college,Some college,High school graduate,Liberal,"cobb, ga",2.1,30.86,14.32,719133,442490,335213,209042,65873,0.4567,30.37956464,"Roswell, GA","cobb, ga",2.1,30.86,14.32,719133,442490,335213,209042,65873,0.4567,30.37956464,"Marietta, GA",16,Conservative,Slightly Conservative,Very affluent,No,Yes,No,Mainly a duty,A little strongly,Moderately strongly,Yes,Yes,No,No,No,No,No,No,Yes,One to Four,Never,Not at all,Rarely,A great deal,A great deal,A great deal,5,1,Often,Public school,Very important,Very important,Not at all important,Very often,Rarely,Often,Student,10,2,2,20,Never,Most of the time,Very comfortable,About half the time,Very comfortable,Very comfortable,No,None at all,Yes,Strongly agree,Never,Disagree,Govt should provide more services,4,4,4,Almost all the time,Yes,Zero to two,Two to four,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
75,60 and above,Married,Female,White,Post-grad,4-year,2-year,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC","duval, fl",-1.4,14.7,7.98,890673,547556,392270,163106,47690,0.4747,23.95645856,"Jacksonville, Fl",45,Conservative,Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than ten,Never,Moderately involved,Not very often,A great deal,A great deal,A great deal,1,1,Very often,Public school,Very important,Not too important,Not too important,Often,Rarely,Rarely,Retired,,,,,Almost every week,Most of the time,Very comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Yes,Disagree,Some of the time,Strongly disagree,Govt should provide more services,5,5,5,Almost all the time,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Often,Rarely,Rarely,Liberal
19,18-29,Single,Male,Asian,High school graduate,4-year,Post-grad,Moderate,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Matthews ,4,Slightly Conservative,Slightly Conservative,Middle class,Yes,Yes,No,Mainly a choice,Moderately strongly,Moderately strongly,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Five to ten,Never,Not at all,Not very often,A moderate amount,A little,None at all,2,0,Rarely,Public school,Somewhat important,Somewhat important,Not too important,Not very often,Not very often,Not very often,Student,15,0,0,20,Every week,Most of the time,Not too comfortable,Some of the time,Not too comfortable,Not too comfortable,No,A little,Don't know,Disagree,Some of the time,Disagree,Govt should provide more services,5,1,0,Almost never,Yes,Four to six,Two to four,Less than 1 hour,Not too comfortable,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
30,30-44,Single,Male,Native American,Post-grad,Post-grad,Post-grad,Moderate,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,Durham ,"orange, ca",8.6,31.68,10.72,,,,,,,,Garden Grove,6,Slightly Liberal,Slightly Liberal,Middle class,No,Yes,No,Neither,A little strongly,A little strongly,No,No,,No,No,No,No,No,Yes,One to Four,A few times a year,Not at all,Rarely,A moderate amount,A moderate amount,A moderate amount,3,3,Not very often,Public school,Not too important,Somewhat important,Not too important,Often,Not very often,Not very often,Full-time,40,3,1,,Every week,Most of the time,Somewhat comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Disagree,Some of the time,Agree,Govt should provide more services,5,1,1,Occasionally,Yes,Two to four,Two to four,Less than 1 hour,Not too comfortable,Not too comfortable,Not very often,Not very often,Not very often,Moderate
34,30-44,Single,Male,White,4-year,4-year,Post-grad,Conservative,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,24,Slightly Liberal,Liberal,Middle class,Yes,Yes,Yes,Mainly a choice,Moderately strongly,A little strongly,No,Yes,No,No,No,No,No,Yes,Yes,Five to ten,Never,A little involved,Rarely,A moderate amount,A moderate amount,A little,2,2,Not very often,Public school,Somewhat important,Not too important,Not at all important,Not very often,Not very often,Not very often,Full-time,40,3,0,,Almost every week,Most of the time,Somewhat comfortable,Some of the time,Not too comfortable,Not too comfortable,No,A moderate amount,Don't know,Disagree,Most of the time,Agree,Govt should provide more services,3,1,1,Occasionally,Yes,Zero to two,Two to four,Less than 1 hour,Not too comfortable,Not too comfortable,Not very often,Rarely,Often,Conservative
21,18-29,Single,Male,Asian,Some college,4-year,2-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,High Point ,15,Slightly Conservative,Conservative,Middle class,No,Yes,No,Neither,A little strongly,A little strongly,No,Yes,No,,No,No,No,No,No,Zero,Once or twice a month,Not at all,Often,A little,A moderate amount,A little,4,4,Not very often,Public school,Very important,Somewhat important,Not too important,Often,Not very often,Rarely,Student,,,,40,Almost every week,About half the time,Not too comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Disagree,Never,Agree,Govt should provide many more services,5,5,4,Most of the time,Yes,Zero to two,Four to six,Less than 1 hour,Somewhat comfortable,Not too comfortable,Rarely,Not very often,Rarely,Liberal
